Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator,Apartments_count
Лапинa Цветана,160.0,59.0,32,ж,студент,311000,0,0,0
Антоновa Мира,163.0,60.0,49,ж,продавец,232000,0,0,0
Денисовa Милада,167.0,66.0,53,ж,врач,84000,0,0,0
Горбуновa Яна,178.0,50.0,54,ж,продавец,23000,0,0,2
Афанасьевa Бронислава,182.0,62.0,87,ж,сантехник,187000,0,0,0
Доронинa Ия,171.0,77.0,33,ж,врач,79000,0,0,0
Степановa Венера,178.0,57.0,59,ж,преподаватель,379000,0,0,0
Степановa Янина,167.0,40.0,84,ж,автослесарь,295000,0,0,0
Наумовa Иветта,160.0,79.0,35,ж,программист,490000,0,0,0
Виноградовa Иветта,180.0,69.0,78,ж,врач,280000,0,0,0
Шиловa Зинаида,159.0,57.0,87,ж,преподаватель,342000,0,0,0
Назаровa Камилла,161.0,40.0,40,ж,преподаватель,469000,0,0,0
Колесниковa Виталия,174.0,77.0,36,ж,преподаватель,494000,0,0,0
Герасимовa Алсу,175.0,57.0,19,ж,преподаватель,13000,0,0,0
Копыловa Илга,172.0,50.0,64,ж,сантехник,304000,0,0,0
Стрелковa Платонида,173.0,67.0,42,ж,автослесарь,43000,0,0,1
Максимовa Руслана,168.0,41.0,46,ж,сантехник,106000,0,0,0
Яковлевa Зоряна,166.0,62.0,82,ж,бухгалтер,255000,0,0,0
Громовa Мира,169.0,54.0,83,ж,студент,64000,0,0,0
Филипповa Иллирика,169.0,77.0,37,ж,врач,223000,0,0,0
Соловьёвa Каролина,183.0,65.0,89,ж,бухгалтер,481000,0,0,1
Марковa Полина,181.0,78.0,28,ж,бухгалтер,253000,0,0,0
Сафоновa София,169.0,69.0,80,ж,врач,160000,0,0,1
Красильниковa Амелия,177.0,49.0,34,ж,программист,274000,0,0,0
Хохловa Надежда,174.52731681034481,70.0,63,ж,врач,352000,1,0,1
Матвеевa Виола,165.0,66.0,71,ж,сантехник,445000,0,0,1
Исаковa Ада,182.0,57.0,82,ж,продавец,273000,0,0,1
Гурьевa Екатерина,166.0,55.0,77,ж,продавец,468000,0,0,0
Шаровa Цагана,174.0,55.0,26,ж,автослесарь,146000,0,0,0
Большаковa Раяна,162.0,57.0,53,ж,инженер,336000,0,0,1
Белозёровa Мила,160.0,41.0,74,ж,автослесарь,441000,0,0,0
Горшковa Леся,182.0,76.0,74,ж,инженер,379000,0,0,1
Вишняковa Викторина,173.0,47.0,36,ж,преподаватель,392000,0,0,0
Алексеевa Тамила,158.0,62.0,67,ж,бухгалтер,127000,0,0,1
Николаевa Бронислава,160.0,53.0,46,ж,программист,107000,0,0,1
Гуляевa Надежда,167.0,43.0,87,ж,продавец,131000,0,0,0
Тихоновa Эвелина,180.0,59.0,32,ж,преподаватель,491000,0,0,0
Афанасьевa Ираида,168.0,64.0,77,ж,продавец,67000,0,0,0
Рыбаковa Александрина,175.0,78.0,24,ж,автослесарь,45000,0,0,0
Котовa Ляля,160.0,79.0,73,ж,программист,409000,0,0,0
Вороновa Лукерья,174.52731681034481,60.0,84,ж,сантехник,195000,1,0,1
Мишинa Иоанна,171.0,76.0,53,ж,врач,478000,0,0,1
Карповa Агния,163.0,72.0,27,ж,сантехник,250000,0,0,1
Афанасьевa Ульяна,179.0,49.0,36,ж,сантехник,241000,0,0,0
Моисеевa Адель,157.0,56.0,25,ж,инженер,313000,0,0,0
Васильевa Радмила,157.0,61.0,82,ж,автослесарь,35000,0,0,0
Носовa Роксана,160.0,65.0,55,ж,врач,254000,0,0,0
Кошелевa Павлина,175.0,76.0,50,ж,сантехник,206000,0,0,1
Горбуновa Виолетта,171.0,73.0,64,ж,автослесарь,361000,0,0,0
Цветковa Инга,175.0,54.0,79,ж,автослесарь,304000,0,0,1
Виноградовa Ника,174.52731681034481,51.0,45,ж,сантехник,338000,1,0,0
Александровa Платонида,174.52731681034481,50.0,58,ж,врач,34000,1,0,0
Ершовa Виталина,159.0,62.0,54,ж,врач,192000,0,0,0
Голубевa Агния,166.0,55.0,64,ж,продавец,400000,0,0,0
Зайцевa Анисья,175.0,55.0,69,ж,продавец,457000,0,0,0
Федосеевa Магдалина,164.0,70.0,22,ж,бухгалтер,209000,0,0,0
Денисовa Вилена,167.0,65.0,76,ж,врач,344000,0,0,1
Капустинa Диана,174.52731681034481,61.0,23,ж,врач,296000,1,0,0
Юдинa Иванна,168.0,62.0,88,ж,врач,169000,0,0,1
Буровa Вета,161.0,43.0,32,ж,инженер,172000,0,0,1
Суворовa Серафима,169.0,77.0,79,ж,сантехник,369000,0,0,0
Виноградовa Дарина,177.0,55.0,39,ж,программист,207000,0,0,0
Филатовa Анжела,164.0,49.0,61,ж,программист,310000,0,0,0
Власовa Ева,157.0,55.0,74,ж,врач,349000,0,0,1
Вишняковa Алла,174.52731681034481,71.0,57,ж,продавец,273000,1,0,0
Некрасовa Нонна,184.0,74.0,83,ж,автослесарь,289000,0,0,0
Уваровa Амелия,160.0,53.0,88,ж,бухгалтер,173000,0,0,0
Зиновьевa Устинья,170.0,44.0,76,ж,программист,239000,0,0,0
Степановa Бронислава,159.0,40.0,64,ж,продавец,123000,0,0,0
Белоусовa Акулина,172.0,64.0,41,ж,автослесарь,450000,0,0,0
Гришинa Алекса,174.52731681034481,60.0,59,ж,автослесарь,17000,1,0,0
Дьячковa Аксинья,174.52731681034481,70.0,82,ж,сантехник,476000,1,0,0
Калининa Домника,161.0,70.0,39,ж,бухгалтер,53000,0,0,0
Муравьёвa Раяна,174.52731681034481,47.0,72,ж,преподаватель,430000,1,0,0
Гордеевa Венера,177.0,62.0,46,ж,преподаватель,329000,0,0,0
Смирновa Эмилия,164.0,52.0,18,ж,преподаватель,12000,0,0,0
Захаровa Магдалена,178.0,50.0,83,ж,продавец,274000,0,0,3
Матвеевa Аида,168.0,70.0,39,ж,инженер,403000,0,0,2
Мельниковa Ирина,179.0,71.0,76,ж,бухгалтер,204000,0,0,0
Мироновa Карина,167.0,63.0,63,ж,сантехник,98000,0,0,0
Терентьевa Виктория,182.0,47.0,68,ж,автослесарь,497000,0,0,0
Герасимовa Мира,163.0,51.0,47,ж,продавец,370000,0,0,1
Гусевa Анисья,174.0,49.0,44,ж,преподаватель,267000,0,0,1
Голубевa Динара,174.52731681034481,63.0,74,ж,преподаватель,79000,1,0,0
Самойловa Марианна,160.0,65.0,62,ж,инженер,126000,0,0,1
Фадеевa Эльза,158.0,75.0,21,ж,продавец,474000,0,0,0
Бобровa Евдокия,183.0,57.0,30,ж,преподаватель,336000,0,0,0
Савельевa Екатерина,181.0,75.0,84,ж,преподаватель,380000,0,0,1
Ковалёвa Агнесса,184.0,79.0,55,ж,студент,420000,0,0,0
Кудряшовa Александра,161.0,58.0,83,ж,сантехник,378000,0,0,2
Куликовa Павлина,173.0,49.0,85,ж,студент,416000,0,0,0
Роговa Полина,162.0,40.0,88,ж,врач,356000,0,0,0
Захаровa Глафира,182.0,59.0,88,ж,бухгалтер,194000,0,0,0
Борисовa Римма,182.0,73.0,67,ж,преподаватель,46000,0,0,0
Голубевa Евгения,160.0,62.0,71,ж,автослесарь,338000,0,0,0
Смирновa Янина,174.52731681034481,53.0,72,ж,автослесарь,32000,1,0,1
Соколовa Инга,162.0,69.0,85,ж,продавец,403000,0,0,0
Нестеровa Екатерина,180.0,72.0,80,ж,инженер,79000,0,0,1
Вороновa Ираида,174.52731681034481,50.0,30,ж,автослесарь,257000,1,0,0
Быковa Злата,173.0,62.0,75,ж,преподаватель,334000,0,0,1
Мироновa Ефросинья,163.0,65.0,46,ж,преподаватель,284000,0,0,1
Наумовa Милана,168.0,45.0,79,ж,программист,421000,0,0,0
Лихачёвa Ангелина,174.52731681034481,61.0,30,ж,программист,358000,1,0,2
Лапинa Инесса,179.0,73.0,19,ж,бухгалтер,431000,0,0,0
Князевa Магдалина,169.0,63.0,50,ж,сантехник,284000,0,0,0
Потаповa Альбина,174.52731681034481,50.0,83,ж,врач,433000,1,0,0
Рябовa Аделина,168.0,67.0,60,ж,врач,313000,0,0,0
Ширяевa Нелли,174.52731681034481,65.0,51,ж,преподаватель,277000,1,0,0
Николаевa Анжелика,183.0,54.0,29,ж,программист,492000,0,0,0
Пономарёвa Агния,155.0,40.0,76,ж,инженер,164000,0,0,0
Емельяновa Валерия,184.0,52.0,63,ж,преподаватель,52000,0,0,0
Семёновa Надежда,174.52731681034481,63.0,63,ж,автослесарь,111000,1,0,2
Киселёвa Ярослава,165.0,74.0,20,ж,продавец,171000,0,0,0
Исаковa Алекса,163.0,51.0,27,ж,автослесарь,127000,0,0,0
Рябовa Элеонора,184.0,40.0,53,ж,программист,326000,0,0,2
Барановa Вероника,165.0,76.0,36,ж,преподаватель,299000,0,0,0
Туровa Евгения,157.0,49.0,24,ж,врач,423000,0,0,0
Беляковa Эмма,173.0,72.0,41,ж,бухгалтер,99000,0,0,0
Князевa Лина,160.0,64.0,47,ж,студент,283000,0,0,0
Матвеевa Валерия,170.0,47.0,70,ж,бухгалтер,240000,0,0,1
Волковa Арина,172.0,41.0,71,ж,автослесарь,275000,0,0,0
Анисимовa Викторина,156.0,66.0,76,ж,продавец,327000,0,0,1
Русаковa Алевтина,183.0,59.0,36,ж,продавец,86000,0,0,0
Медведевa Ирина,180.0,42.0,18,ж,студент,212000,0,0,0
Гордеевa Лидия,176.0,51.0,57,ж,преподаватель,404000,0,0,0
Брагинa Изабелла,168.0,78.0,38,ж,сантехник,21000,0,0,1
Ситниковa Вета,171.0,52.0,70,ж,врач,80000,0,0,1
Носовa Аида,166.0,43.0,20,ж,преподаватель,274000,0,0,0
Субботинa Эвелина,159.0,69.0,49,ж,преподаватель,160000,0,0,0
Громовa Стелла,167.0,57.0,47,ж,сантехник,306000,0,0,1
Медведевa Виталина,165.0,72.0,52,ж,студент,351000,0,0,0
Ларионовa Ангелина,170.0,50.0,60,ж,программист,125000,0,0,0
Бобровa Оксана,173.0,77.0,46,ж,студент,303000,0,0,0
Прохоровa Раяна,173.0,41.0,82,ж,студент,462000,0,0,0
Беляковa Нонна,155.0,63.0,46,ж,автослесарь,166000,0,0,1
Осиповa Александра,173.0,51.0,88,ж,бухгалтер,259000,0,0,0
Колобовa Стефания,171.0,40.0,44,ж,студент,327000,0,0,1
Тимофеевa Наталья,160.0,75.0,51,ж,инженер,210000,0,0,0
Шараповa Нелли,174.52731681034481,50.0,67,ж,продавец,211000,1,0,0
Никоновa Владана,165.0,73.0,71,ж,бухгалтер,491000,0,0,0
Муравьёвa Мила,178.0,65.0,54,ж,автослесарь,314000,0,0,0
Мироновa Алевтина,176.0,47.0,38,ж,студент,231000,0,0,0
Гришинa Оксана,184.0,71.0,79,ж,программист,308000,0,0,0
Масловa Виктория,174.0,69.0,25,ж,автослесарь,331000,0,0,0
Селезнёвa Агнесса,171.0,44.0,56,ж,сантехник,140000,0,0,0
Владимировa Агнесса,162.0,68.0,53,ж,бухгалтер,386000,0,0,0
Архиповa Виктория,183.0,43.0,22,ж,сантехник,39000,0,0,0
Дементьевa Леся,160.0,79.0,29,ж,программист,375000,0,0,0
Ларионовa Антонина,164.0,68.0,80,ж,сантехник,101000,0,0,0
Сухановa Милица,165.0,41.0,60,ж,бухгалтер,375000,0,0,1
Антоновa Элеонора,174.52731681034481,71.0,86,ж,сантехник,430000,1,0,1
Цветковa Алиса,158.0,61.0,58,ж,автослесарь,489000,0,0,2
Зайцевa Римма,173.0,67.0,71,ж,автослесарь,206000,0,0,0
Доронинa Лара,169.0,54.0,46,ж,студент,49000,0,0,1
Исаковa Ира,168.0,79.0,89,ж,врач,151000,0,0,0
Быковa Тамила,157.0,64.0,39,ж,инженер,128000,0,0,0
Устиновa Алиса,168.0,46.0,52,ж,продавец,453000,0,0,0
Ларионовa Богдана,160.0,47.0,47,ж,студент,63000,0,0,0
Николаевa Дария,180.0,79.0,72,ж,врач,364000,0,0,0
Селиверстовa Зинаида,174.52731681034481,66.0,63,ж,программист,22000,1,0,0
Лихачёвa Лера,177.0,67.0,82,ж,студент,17000,0,0,0
Никитинa Лилия,159.0,66.0,51,ж,продавец,449000,0,0,1
Быковa Клавдия,159.0,59.0,47,ж,студент,11000,0,0,0
Исаковa Илга,169.0,60.0,45,ж,бухгалтер,368000,0,0,0
Лазаревa Магдалина,179.0,75.0,32,ж,преподаватель,425000,0,0,0
Ларионовa Валерия,164.0,68.0,50,ж,преподаватель,440000,0,0,0
Некрасовa Инга,177.0,77.0,71,ж,автослесарь,196000,0,0,0
Ореховa Клара,174.52731681034481,75.0,57,ж,врач,202000,1,0,1
Ореховa Мила,174.52731681034481,71.0,86,ж,продавец,476000,1,0,0
Вишняковa Виталина,159.0,71.0,64,ж,автослесарь,237000,0,0,0
Кондратьевa Рита,167.0,70.0,30,ж,программист,281000,0,0,0
Горбуновa Соня,162.0,56.0,87,ж,автослесарь,390000,0,0,1
Тетеринa Анастасия,165.0,57.0,79,ж,бухгалтер,398000,0,0,0
Ларионовa Алёна,176.0,42.0,66,ж,инженер,350000,0,0,0
Макаровa Янина,164.0,63.0,68,ж,продавец,235000,0,0,0
Елисеевa Варвара,161.0,73.0,76,ж,продавец,371000,0,0,0
Белоусовa Платонида,165.0,50.0,80,ж,преподаватель,445000,0,0,0
Брагинa Эдита,177.0,77.0,45,ж,продавец,221000,0,0,0
Зыковa Павлина,182.0,74.0,78,ж,сантехник,220000,0,0,0
Щербаковa Александрина,162.0,52.0,75,ж,врач,81000,0,0,0
Комаровa Аврора,160.0,60.0,36,ж,инженер,406000,0,0,1
Киселёвa Мира,169.0,42.0,43,ж,врач,150000,0,0,2
Назаровa Диана,176.0,64.0,41,ж,сантехник,203000,0,0,0
Гришинa Валентина,161.0,67.0,44,ж,студент,211000,0,0,1
Трофимовa Александра,180.0,76.0,22,ж,бухгалтер,241000,0,0,1
Андреевa Алеся,168.0,75.0,54,ж,программист,170000,0,0,0
Белоусовa Софья,158.0,44.0,32,ж,автослесарь,449000,0,0,0
Фоминa Нелли,174.0,40.0,30,ж,автослесарь,304000,0,0,0
Стрелковa Марина,177.0,74.0,31,ж,врач,43000,0,0,0
Князевa Соня,176.0,73.0,65,ж,сантехник,138000,0,0,0
Королёвa Ника,157.0,76.0,26,ж,студент,209000,0,0,0
Фоминa Фрида,164.0,53.0,70,ж,бухгалтер,10000,0,0,0
Журавлёвa Нина,161.0,51.0,70,ж,продавец,494000,0,0,0
Поляковa Марьяна,184.0,65.0,23,ж,студент,364000,0,0,1
Лобановa Иванна,179.0,66.0,69,ж,программист,197000,0,0,2
Титовa Валентина,179.0,44.0,19,ж,врач,383000,0,0,0
Субботинa Мирра,179.0,77.0,34,ж,бухгалтер,340000,0,0,1
Тарасовa Фрида,168.0,57.0,89,ж,программист,292000,0,0,1
Панфиловa Владислава,184.0,57.0,27,ж,бухгалтер,200000,0,0,0
Архиповa Эльза,156.0,62.0,39,ж,программист,22000,0,0,2
Трофимовa Софья,167.0,60.0,77,ж,программист,470000,0,0,0
Сорокинa Мира,161.0,79.0,47,ж,бухгалтер,261000,0,0,0
Поповa Маргарита,161.0,55.0,71,ж,инженер,246000,0,0,0
Егоровa Эльза,178.0,53.0,21,ж,автослесарь,462000,0,0,2
Ивановa Таяна,169.0,40.0,62,ж,бухгалтер,478000,0,0,0
Фадеевa Илона,182.0,77.0,56,ж,сантехник,256000,0,0,2
Комаровa Ира,166.0,48.0,29,ж,сантехник,13000,0,0,0
Тимофеевa Камилла,168.0,57.0,75,ж,бухгалтер,344000,0,0,0
Беловa Ярина,179.0,71.0,42,ж,автослесарь,229000,0,0,0
Сергеевa Регина,182.0,54.0,39,ж,сантехник,83000,0,0,1
Никоновa Анна,159.0,77.0,70,ж,сантехник,428000,0,0,0
Громовa Ирина,174.52731681034481,44.0,86,ж,студент,214000,1,0,1
Панфиловa Виталина,161.0,59.0,19,ж,инженер,233000,0,0,0
Пестовa Ляля,160.0,70.0,18,ж,бухгалтер,342000,0,0,0
Мельниковa Василина,166.0,70.0,38,ж,преподаватель,348000,0,0,0
Абрамовa Лина,167.0,58.0,35,ж,сантехник,19000,0,0,1
Силинa Соня,160.0,67.0,50,ж,инженер,210000,0,0,1
Белоусовa Евангелина,168.0,62.0,28,ж,сантехник,346000,0,0,0
Буровa Ника,167.0,44.0,29,ж,сантехник,193000,0,0,1
Мироновa Альбина,168.0,69.0,19,ж,врач,155000,0,0,1
Кулаковa Вита,183.0,74.0,45,ж,бухгалтер,493000,0,0,0
Лазаревa Александра,183.0,59.0,74,ж,продавец,391000,0,0,0
Исаевa Марианна,171.0,78.0,68,ж,врач,499000,0,0,0
Сорокинa Надежда,155.0,65.0,44,ж,врач,369000,0,0,0
Павловa Вера,179.0,74.0,53,ж,сантехник,429000,0,0,0
Филатовa Эрика/div>,168.0,47.0,67,ж,врач,476000,0,0,0
Смирновa Анжела,169.0,74.0,54,ж,автослесарь,92000,0,0,0
Казаковa Светлана,181.0,49.0,65,ж,студент,477000,0,0,1
Медведевa Рада,170.0,74.0,18,ж,преподаватель,318000,0,0,1
Гурьевa Екатерина,158.0,66.0,25,ж,студент,170000,0,0,0
Туровa Тамила,172.0,41.0,53,ж,преподаватель,165000,0,0,1
Михеевa Катерина,181.0,44.0,28,ж,сантехник,349000,0,0,1
Харитоновa Клара,181.0,40.0,68,ж,сантехник,235000,0,0,1
Тимофеевa Василина,165.0,70.0,57,ж,студент,481000,0,0,0
Романовa Александра,174.52731681034481,55.0,79,ж,инженер,405000,1,0,0
Яковлевa Вилена,178.0,64.0,77,ж,программист,201000,0,0,0
Исаевa Таисия,161.0,65.0,20,ж,программист,21000,0,0,0
Титовa Иллирика,164.0,69.0,42,ж,сантехник,242000,0,0,0
Тихоновa Александра,173.0,57.0,79,ж,продавец,447000,0,0,1
Фадеевa Нина,180.0,78.0,37,ж,инженер,428000,0,0,0
Исаевa Аксинья,173.0,78.0,37,ж,бухгалтер,252000,0,0,0
Мышкинa Роксана,174.52731681034481,76.0,74,ж,студент,254000,1,0,1
Рожковa Нонна,161.0,72.0,20,ж,автослесарь,316000,0,0,0
Фёдоровa Аделия,156.0,40.0,71,ж,бухгалтер,147000,0,0,0
Исаевa Нинель,171.0,72.0,42,ж,программист,197000,0,0,0
Крюковa Юлия,182.0,57.0,63,ж,сантехник,193000,0,0,0
Зыковa Капитолина,172.0,69.0,24,ж,врач,76000,0,0,1
Бобылёвa Ася,172.0,55.0,70,ж,бухгалтер,468000,0,0,2
Буровa Искра,174.0,58.0,24,ж,автослесарь,149000,0,0,0
Богдановa Лидия,171.0,44.0,20,ж,автослесарь,442000,0,0,0
Макаровa Диана,167.0,66.0,25,ж,преподаватель,93000,0,0,0
Поляковa Иванна,179.0,57.0,78,ж,продавец,379000,0,0,0
Третьяковa Элина,169.0,73.0,50,ж,продавец,410000,0,0,1
Лыткинa Ефросинья,155.0,62.0,60,ж,инженер,447000,0,0,0
Тарасовa Ляля,156.0,60.0,73,ж,бухгалтер,158000,0,0,1
Мясниковa Марианна,168.0,48.0,84,ж,автослесарь,276000,0,0,1
Антоновa Анжелика,160.0,51.0,35,ж,студент,437000,0,0,0
Зиминa Эрика/div>,158.0,64.0,88,ж,студент,250000,0,0,2
Шаровa Марьяна,170.0,69.0,87,ж,бухгалтер,274000,0,0,2
Михеевa Мира,180.0,69.0,27,ж,автослесарь,316000,0,0,2
Иванковa Стелла,178.0,70.0,88,ж,автослесарь,191000,0,0,1
Суворовa Платонида,157.0,63.0,74,ж,преподаватель,62000,0,0,0
Иванковa Злата,158.0,65.0,68,ж,бухгалтер,169000,0,0,0
Рожковa Павлина,159.0,70.0,62,ж,автослесарь,28000,0,0,0
Новиковa Антонина,155.0,74.0,19,ж,преподаватель,380000,0,0,0
Исаевa Влада,155.0,55.0,40,ж,сантехник,229000,0,0,0
Прохоровa Антонина,174.52731681034481,60.0,40,ж,бухгалтер,25000,1,0,2
Макаровa София,159.0,63.0,51,ж,студент,143000,0,0,1
Крыловa Рената,169.0,64.0,36,ж,инженер,368000,0,0,1
Мухинa Дария,174.52731681034481,73.0,29,ж,преподаватель,242000,1,0,0
Киселёвa Ванда,184.0,71.0,28,ж,сантехник,291000,0,0,0
Никитинa Клара,177.0,64.0,52,ж,программист,340000,0,0,0
Антоновa Аида,169.0,53.0,25,ж,программист,136000,0,0,0
Красильниковa Дария,179.0,60.0,36,ж,бухгалтер,482000,0,0,0
Третьяковa Ольга,158.0,41.0,23,ж,программист,330000,0,0,0
Казаковa Изольда,160.0,76.0,37,ж,студент,249000,0,0,1
Бобровa Лукерья,164.0,78.0,85,ж,продавец,28000,0,0,1
Куликовa Роксана,164.0,48.0,86,ж,инженер,121000,0,0,0
Фокинa Валентина,182.0,61.0,65,ж,бухгалтер,300000,0,0,0
Комиссаровa Макария,176.0,57.0,88,ж,автослесарь,44000,0,0,0
Ореховa Серафима,182.0,57.0,70,ж,сантехник,26000,0,0,1
Лобановa Милада,175.0,46.0,49,ж,бухгалтер,32000,0,0,2
Самсоновa Владислава,178.0,74.0,44,ж,сантехник,399000,0,0,1
Гущинa Платонида,159.0,71.0,52,ж,бухгалтер,26000,0,0,1
Марковa Иванна,174.0,69.0,25,ж,программист,34000,0,0,0
Зайцевa Мила,174.52731681034481,71.0,66,ж,бухгалтер,57000,1,0,0
Копыловa Иванна,167.0,78.0,71,ж,продавец,200000,0,0,0
Ивановa Дария,178.0,66.0,81,ж,врач,355000,0,0,0
Селиверстовa Римма,174.52731681034481,42.0,28,ж,преподаватель,29000,1,0,0
Фроловa Ярина,183.0,72.0,21,ж,продавец,467000,0,0,0
Александровa Раиса,155.0,76.0,58,ж,программист,227000,0,0,0
Лобановa Таяна,165.0,75.0,82,ж,врач,317000,0,0,0
Родионовa Александра,174.52731681034481,66.0,36,ж,программист,495000,1,0,0
Гавриловa Виола,174.0,60.0,18,ж,студент,92000,0,0,0
Фадеевa Регина,172.0,52.0,33,ж,преподаватель,115000,0,0,0
Авдеевa Ульяна,174.0,75.0,21,ж,студент,31000,0,0,1
Веселовa Викторина,167.0,56.0,23,ж,бухгалтер,138000,0,0,0
Антоновa Наталья,179.0,52.0,76,ж,автослесарь,383000,0,0,0
Романовa Елизавета,184.0,71.0,72,ж,инженер,46000,0,0,0
Сазоновa Наталья,174.52731681034481,63.0,37,ж,преподаватель,370000,1,0,0
Селиверстовa Изабелла,178.0,66.0,74,ж,врач,376000,0,0,2
Муравьёвa Вита,172.0,67.0,69,ж,программист,30000,0,0,0
Богдановa Павлина,178.0,59.0,42,ж,студент,54000,0,0,0
Ореховa Руслана,174.52731681034481,53.0,36,ж,студент,195000,1,0,0
Лебедевa Руслана,171.0,62.0,29,ж,студент,136000,0,0,0
Фомичёвa Наталья,168.0,78.0,84,ж,инженер,63000,0,0,0
Ефремовa Элеонора,168.0,72.0,62,ж,продавец,288000,0,0,0
Медведевa Гертруда,164.0,41.0,39,ж,продавец,491000,0,0,1
Казаковa Илга,165.0,41.0,51,ж,преподаватель,31000,0,0,0
Ефимовa Амелия,182.0,61.0,86,ж,студент,459000,0,0,0
Барановa Мила,156.0,53.0,73,ж,автослесарь,49000,0,0,0
Крюковa Вилена,161.0,44.0,74,ж,бухгалтер,152000,0,0,0
Барановa Оксана,161.0,61.0,84,ж,бухгалтер,85000,0,0,1
Игнатьевa Арина,163.0,65.0,83,ж,программист,68000,0,0,0
Соболевa Аврора,179.0,73.0,23,ж,программист,84000,0,0,0
Цветковa Марта,156.0,57.0,74,ж,сантехник,40000,0,0,0
Хохловa Алиса,164.0,51.0,70,ж,бухгалтер,279000,0,0,0
Соколовa Изольда,176.0,53.0,44,ж,программист,87000,0,0,0
Костинa Аэлита,170.0,71.0,66,ж,инженер,72000,0,0,1
Ермаковa Лариса,162.0,66.0,30,ж,сантехник,336000,0,0,0
Сухановa Лолита,174.52731681034481,44.0,52,ж,автослесарь,102000,1,0,0
Кузнецовa Татьяна,170.0,59.0,29,ж,преподаватель,100000,0,0,0
Афанасьевa Нонна,160.0,71.0,67,ж,студент,35000,0,0,0
Колобовa Кира,167.0,46.0,38,ж,программист,478000,0,0,0
Савинa Диана,155.0,56.0,70,ж,программист,122000,0,0,0
Кононовa Аэлита,173.0,70.0,47,ж,студент,478000,0,0,2
Журавлёвa Ия,184.0,40.0,26,ж,студент,491000,0,0,0
Кирилловa Бронислава,165.0,65.0,69,ж,врач,247000,0,0,2
Беловa Эрика/div>,171.0,69.0,46,ж,врач,438000,0,0,0
Савинa Гертруда,158.0,56.0,63,ж,программист,293000,0,0,0
Никифоровa Тамара,160.0,63.0,32,ж,сантехник,327000,0,0,0
Дьячковa Божена,167.0,65.0,88,ж,сантехник,153000,0,0,0
Горшковa Надежда,176.0,54.0,78,ж,бухгалтер,397000,0,0,0
Шубинa Кира,169.0,68.0,19,ж,преподаватель,414000,0,0,0
Терентьевa Илга,166.0,63.0,61,ж,врач,209000,0,0,1
Мамонтовa Иванна,176.0,67.0,40,ж,инженер,39000,0,0,1
Яковлевa Пелагея,163.0,70.0,38,ж,студент,22000,0,0,0
Никоновa Аэлита,175.0,46.0,49,ж,продавец,288000,0,0,1
Новиковa Агния,168.0,67.0,68,ж,программист,449000,0,0,0
Суворовa Иоанна,175.0,63.0,29,ж,студент,220000,0,0,0
Бирюковa Мирра,157.0,51.0,32,ж,продавец,323000,0,0,0
Тарасовa Римма,161.0,52.0,34,ж,продавец,360000,0,0,0
Алексеевa Эвелина,180.0,50.0,18,ж,студент,244000,0,0,0
Логиновa Людмила,160.0,71.0,64,ж,автослесарь,308000,0,0,1
Доронинa Лилия,159.0,59.0,39,ж,врач,58000,0,0,0
Доронинa Ника,184.0,59.0,42,ж,врач,457000,0,0,1
Сорокинa Раиса,170.0,49.0,58,ж,преподаватель,467000,0,0,0
Панфиловa Марта,164.0,42.0,84,ж,продавец,217000,0,0,1
Прохоровa София,167.0,69.0,43,ж,преподаватель,104000,0,0,3
Емельяновa Дора,160.0,49.0,41,ж,автослесарь,216000,0,0,0
Михайловa Эдита,167.0,63.0,48,ж,сантехник,217000,0,0,1
Мартыновa Алина,174.52731681034481,47.0,71,ж,продавец,496000,1,0,1
Блохинa Марина,175.0,79.0,29,ж,врач,310000,0,0,0
Михайловa Илга,171.0,55.0,81,ж,инженер,381000,0,0,0
Ершовa Ася,181.0,53.0,23,ж,автослесарь,310000,0,0,0
Гущинa Ярина,174.0,55.0,86,ж,сантехник,69000,0,0,2
Белоусовa Гертруда,171.0,47.0,33,ж,инженер,452000,0,0,2
Исаковa Мария,184.0,41.0,18,ж,бухгалтер,389000,0,0,0
Пестовa Руслана,178.0,44.0,38,ж,студент,218000,0,0,0
Кузьминa Каролина,179.0,58.0,57,ж,студент,112000,0,0,0
Пономарёвa Алсу,174.0,42.0,58,ж,сантехник,169000,0,0,1
Осиповa Таяна,157.0,47.0,46,ж,студент,443000,0,0,1
Лыткинa Арина,162.0,71.0,52,ж,преподаватель,209000,0,0,0
Виноградовa Анжела,162.0,56.0,35,ж,инженер,130000,0,0,0
Герасимовa Серафима,177.0,52.0,80,ж,автослесарь,16000,0,0,0
Щербаковa Марина,174.52731681034481,60.0,69,ж,преподаватель,499000,1,0,0
Мамонтовa Эльвира,175.0,50.0,58,ж,продавец,400000,0,0,0
Орловa Богдана,175.0,78.0,26,ж,программист,452000,0,0,0
Носовa Эрика/div>,166.0,70.0,48,ж,преподаватель,403000,0,0,1
Воробьёвa Лара,166.0,67.0,66,ж,студент,352000,0,0,0
Беспаловa Зоя,159.0,67.0,64,ж,преподаватель,425000,0,0,0
Волковa Диана,166.0,78.0,29,ж,продавец,408000,0,0,0
Гущинa Аксинья,161.0,69.0,42,ж,преподаватель,459000,0,0,0
Герасимовa Анжела,167.0,43.0,61,ж,студент,353000,0,0,1
